"word","pos","hyphenation","ethymology","meaning"
"pes","podstatné jméno","pes","Lze najít ve všech slovanských jazycích od praslovanského *pьsъ, které je slovanskou inovací proti původnímu indoevropskému *ḱu̯on-. Výklady původu jsou nejednoznačné, může být odvozeno od vábícího citoslovce ps!. Jiný výklad uvádí původ od zvyku psů značit močením, tedy od kořene pis- souvisejícího se slovy pištěti (tj. téci) a vypiskovati se.","1) thumb|pes (1) Psovitá šelma chovaná jako domácí zvíře 2) samec psa (1) 3) samec psovité šelmy 4)  nedobrý, krutý (člověk) 5) (železničářský slang) kolejová zarážka 6)  prodlužovací kabel zakončený více zásuvkami 7) (oděvnický slang, ve zkrácené formě) polyester"
"petit","podstatné jméno","pe-tit","V právním významu převzato z latiny, ve významu typografickém z francouzštiny.","1)  přesně formulovaný žalobní návrh na rozhodnutí soudu, rozhodčí komise či obdobného orgánu 2)  písmo o]] [[velikosti 8 bodů, přeneseně libovolný drobný až nečitelný text"
"pětka","podstatné jméno","pět-ka","Od základní číslovky pět příponou -ka.","1) číslice 5 2) to, co je číslicí 5 označeno 3) pětice 4) klasifikační známka pátého (nejnižšího) stupně 5)  deset korun, desetikoruna (užívá se i v násobcích (zpravidla 1-9 pětek, s tím, že pět pětek je také půl sta), např. sedum pětek = 70 korun, srov. příklady) 6) * (hovorově (kolokviálně), řeč mládeže, řeč mužů) 7) *  (expresivně, řeč mládeže, řeč mužů)"
"petržel","podstatné jméno","pe-tr-žel","Odvozeno z latiského petroselinum, jež vzniklo z řeckého petroselinon, složeniny πέτρος — „skála“ a selinon — „celer“.","1) rod bylin čeledi miříkovitých 2)  kořen resp. nať petržele obecné"
"piglovat","sloveso","pi-glo-vat","Z německého bügeln – žehlit.","1)  žehlit 2)  souložit"
"píchání","podstatné jméno","pí-chá-ní","Ze slovesa píchat pomocí přípony -ní.","1) píchavá, bodavá bolest 2) činnost, při níž se píchá 3)  provozování pohlavního styku"
"pila","podstatné jméno","pi-la","Význam „míč“ přejat z latiny, srv. též polské piłka.","1) nástroj k]] řady ostrých zubů 2) závod zabývající se výrobou řezaných výrobků ze dřeva, např. trámů, palubek, prken, lišt apod. 3)  míč"
"pilka","podstatné jméno","pil-ka","Zdrobnělina substantiva pila.","1)  pila (1) 2) (v plurálu) moravský lidový tanec ve dvoudobém rytmu"
"pilot","podstatné jméno","pi-lot","Přes německé Pilot, francouzské pilote a italské piloto ze starořeckého pēdótēs.","1) řidič letadla nebo formule 2)  lodivod"
"pimprle","podstatné jméno","pim-pr-le","Z rakousko-německého Pümpernickel, což původně bylo žertovné označení pro druh černého chleba (v Německu někdy také v podobě Bompurnickel, Pumperniggel apod.). Podle německého filologa Johanna Christopha Adelinga vychází první část ze sauerského nářečního výrazu pro prdění, ve druhé je domácká podoba jména Nikolaus, dohromady tedy něco jako ""prďola"", „prďoch“, příp. “rohatého pšouk”. Adeling uvádí i etymologii lidovou, opírající se o hypotézu, která zmiňuje Napoleona, jemuž při jeho tažení Westfálskem prý byl naservírován tento chléb a on se měl vyjádřit, že takový chléb je dobrý leda tak pro jeho (údajného) koně Nickela, francouzsky doslova «bon pour Nickel». Později došlo k rozšíření významu, např. jako hanlivé přezdívky pro hrubého člověka.","1)  žertovná figurka loutkovém divadle 2)  malý člověk"
"pin","podstatné jméno","pin","Ze středoanglického pinne, staroanglického pinn, pragermánského *pinn-, *pint-, praindoevropského *bend-.","1) špendlík, spínadlo 2) kolík, spojovací čep 3) jehlice, spona, vlásenka, svorka 4) kuželka 5) čípek 6) pojistka granátu 7) váleček na těsto"
"pisoár","podstatné jméno","pi-soár","Fonetický přepis francouzského pissoir, které je odvozeno od slovesa pisser příponou -oir.","1) porcelánová nádoba (mušle), připevněná ke zdi, sloužící mužům k]] [[močení ve stoje 2) pánský veřejný záchodek s]] [[nainstalovanými mušlemi"
"pistole","podstatné jméno","pi-s-to-le","Vzniklo pravděpodobně z původního píšťala, jímž se ve středověku označovaly pušky; slovo bylo poté přejato do dalších jazyků a zkomoleno, jako např. ve francouzštině — pistolet, a vrátilo se zpět přejímkou do češtiny.","1) palná zbraň určená pro držení jedné ruce 2)  ruční nářadí tvarem připomínající pistoli (1) 3) starší zlatá mince"
"piškot","podstatné jméno","pi-š-kot","Z francouzského biscotte.","1) cukrovinka těsta složeného z mouky, cukru a vajec 2) druh baletní obuvi – cvička"
"pít","sloveso","pít","Z praslovanského slovesa *piti (pít).","1) (přechodné sloveso) požívat nápoje 2) (nepřechodné sloveso) pít [1] alkohol (i notoricky) 3) (nepřechodné sloveso, o neživých věcech) nasávat do sebe tekutinu"
"pití","podstatné jméno","pi-tí","Od slova pít.","1) přijímání tekutin ústy 2) (přeneseně) nápoj 3) (přeneseně) požívání alkoholických nápojů"
"pitomý","přídavné jméno","pi-to-mýS","Staročeské pitomý 'krotký, ochočený, krmený' od praslovanského *pitati 'krmit' (viz píce), přeneseně pak 'tupý, hloupý'","1) (hovorově) hloupý, špatný 2) původně zdomácnělý, domácí"
"Pius","podstatné jméno","Pi-us","Z latinského pius — „zbožný“.","1) mužské křestní jméno 2) jméno několika papežů"
"pivo","podstatné jméno","pi-vo","Všeslovanské. Praslovanské *pivo je odvozeno od *piti – pít, původně vlastně „co slouží k pití“ (jako krmivo, topivo apod.), pak zúžení významu.","1) kvašený, slabě alkoholický nápoj vyráběný vody, obilovin (především ječmene) a]] pivovarských kvasinek 2) druh či značka piva [1] 3) sklenice piva [1]"
"placebo","podstatné jméno","pla-ce-bo","Z latinského placere – líbit se.","1) přípravek bez obsahu účinné látky, kterého je léčebný efekt vyvolaný přesvědčením nemocného, že je léčen 2) obecněji léčebný postup něhož není předpoklad pro jinou léčbu, než pomocí přesvědčení"
"plácek","podstatné jméno","plá-cek","Zdrobnělina ze slova plac, původně z německého slova Platz (místo, náměstí).","1)  volné prostranství, místo 2)  náměstí"
"plac","podstatné jméno","plac","Pochází z německého slova Platz (místo, náměstí).","1)  volné prostranství, místo 2)  náměstí 3)  pracoviště, pracovní místo"
"plátek","podstatné jméno","plá-tek","* Zdrobnělina podstatného jména plát příponou -ek.","1) předmět ve tvaru vrstvy 2)  noviny nevalné úrovně 3)  dřevěná destička ve tvaru klínu, používaná pro tvoření zvuku dechových hudebních nástrojů"
"plebs","podstatné jméno","plebs","Základní tvar množného čísla latinského plebeius (plebej). Slovo se užívá od dob Starověkého Říma (původní význam viz tamní výklad).","1)  skupina lidí ve společnosti, která se nepočítá mezi vlivné 2) (historicky) skupina svobodných občanů ve Starověkém Římě s]] právy, naprostá většina společnosti"
"plesk","podstatné jméno","plesk","Onomatopoické.","1) zvuk prudkého nárazu tekutiny nebo vlhké polotuhé hmoty nebo jiného zvukově podobného nárazu; samotný takový náraz 2)  (zpravidla množné) plané řeči"
"plocha","podstatné jméno","plo-cha","Vytlačilo dříve užívané ploska. Starší etymologické slovníky nacházejí ekvivalent jen ve slovenštině a na základě pozdního doložení v češtině (1598) vidí původ v německém flach téhož významu. Jiří Rejzek ale nachází ekvivalenty v slovinském nářečním plȍh téhož významu a hornolužickém płocha („rovina, plocha“), což ukazuje na starší domácí původ. Praslovanské *plochъ je asi stará varianta k *ploskъ téhož významu, které vzešlo z indoevropského *plok-s-.","1) povrchová část předmětu, dvojrozměrný útvar 2) velikost rovinného útvaru vymezeného hranicí"
"plyn","podstatné jméno","plyn","Do češtiny zavedl na základě polského płyn („kapalina, tekutina“). Slovo po určitou dobu neslo i původní význam z polštiny, než došlo k jeho zúžení, jak dokládá i Slovník česko-německý, který kromě příkladů odpovídajících dnešnímu významu (Wzduch (povětřj) gest tělo plynné, … – citace z Preslova Wšeobecného rostlinopisu) uvádí rovněž, že plyn je wěc plynutá, mokrá, … nebo Plynné části těla, gako krew. Polské płyn vzešlo ze slovesa płynąć („téci, plynout“) a to z praslovanského *plynǫti, odvozeného od *plyti („plout“), jehož kořen *ply- pravděpodobně vznikl prodloužením oslabeného stupně *plъ, jehož příkladem je plť (plným stupněm je *plov-, *plu-). To vše vychází z indoevropského *pleu- („plout, téci“), odvozeného od *pel- („téci, lít, pohybovat se“).","1)  snadno stlačitelná látka nestálého tvaru, jejíž objem je dán objemem nádoby 2) plyn (1) sloužící k]] [[topení nebo svícení 3)  pedál pro regulaci výkonu motoru automobilu nebo motocyklu"
"pocit","podstatné jméno","po-cit","Od českého pocítiti vycházejícího ze staročeského pocútiti (ve staročeštině byl pro pocit výraz počutie ), odvozeného od cútiti. K němu existují ekvivalenty ve všech slovanských jazycích. Vykládá se mylnou dekompozicí z praslovanského *ot-jutiti (původně „octnout se ve stavu bdělém, být schopen vnímání“ ), což má podobný základ jako *jutro („jitro, doba procitnutí“).","1) smyslový nebo duševní zážitek, popřípadě stav 2) uvědomění si něčeho"
"podléška","podstatné jméno","pod-lé-š-ka","Původně lidový název, vycházející z toho, že rostliny často rostou pod lískami. Zaznamenán již k polovině 14. století.","1)  rodové jméno jaterníku podléšky 2)  jaterník podléška"
"pohár","podstatné jméno","po-hár","Převzato ze slovenštiny, která slovo převzala z maďarštiny, kde pocházelo zřejmě ze středohornoněmeckého behhari (viz dnešní německé Becher) z vulgárnělatinského *bicārium, původně zřejmě z řeckého βίκος (bíkos).","1) ozdobná nádoba na tekutiny či pochutiny s]] [[širokým okrajem 2)  soutěž vyšší úrovně, jejíž vítěz může být odměněn cenou podobě poháru (1)"
"pohroužení","podstatné jméno","po-hrou-že-ní","Ze staročeského pohrúženie, pohřúženie, pohřieženie; verbální substantivum k pohrúziti (sě).","1) ponoření, potopení 2)  zahloubání; intenzivní soustředění pozornosti na nějaký předmět zájmu nebo na nějakou činnost 3) uvržení"
"pochod","podstatné jméno","po-chod","Verbální substantivum od pochodovat odvozeného z chodit pomocí po- + -ovat.","1) chůze na větší vzdálenost, zejména členitým terénem 2)  chůze vojáků se současnými kroky 3)  skladba určená pro doprovázení pochodu (2) 4) přirozeně probíhající jev, tvořený více fázemi"
"pointa","podstatné jméno","poin-ta","Z francouzského pointe — špička, vyostření, pointa, které z latinského pūncta píchnutí odvozeného od slovesa pungere — bodat, píchat.","1) překvapivý závěr vyprávění 2) hlavní myšlenka, plynoucí ze závěru projevu"
"poker","podstatné jméno","po-ker","Převzato z angličtiny","1) karetní hra 2) (v pokeru) čtyři karty stejné hodnoty (třetí nejvyšší kombinace)"
"pokolení","podstatné jméno","po-ko-le-ní","Všeslovanské. - polské pokolenie, ruské колено, chorvatské pokoljénje. Nelze oddělovat od koleno, prý podle pradávného zvyku, kdy stařešina rodu bral novorozeně na kolena a tím je uznal za příslušníka rodu. V indoevropských jazycích jsou si skutečně názvy pro koleno a rod, rodit velmi podobné (srov. lat. genus 'rod', genū 'koleno'), ale oba kořeny se obvykle považují za homonymní.","1)  lidé, kteří se narodili do stejné doby 2) potomci společného předka"
"políčko","podstatné jméno","po-líč-ko","Zdrobnělina slova pole.","1) malé pole (1) 2) místo tabulce nebo ve formuláři pro vyplnění údajů 3) část filmového pásu vhodná pro uchování jednoho snímku"
"polka","podstatné jméno","pol-ka","Tanec byl takto pojmenován na počest Poláků, jejichž povstání proti carské nadvládě bylo v době jeho vzniku potlačeno (1830–1831). Podle jiného názoru je odvozen od slova půlka kvůli půlkroku typickému pro tento tanec.","1) český, původně lidový tanec dvoudobém rytmu 2) hudební skladba složená jako doprovod tanci (1)"
"pomlázka","podstatné jméno","po-mláz-ka","Odvozeno od slovesa pomladit.","1) folklorní bič/metla spletený z vrbových proutků, kterým v Česku chlapci na Velikonoční pondělí šlehají pozadí děvčat 2) „výkupné“ – především malovaná vajíčka (kraslice), darovaná vyšlohanými děvčaty chlapcům – koledníkům"
"poprava","podstatné jméno","po-pra-va","V původním významu vykonat po právu čili soudní moc.","1) akt vykonání trestu smrti 2)  soudní moc"
"porod","podstatné jméno","po-rod","Z předpony po- a kořenu rod.","1) proces, kterým se savců z]] stává samostatný jedinec, úspěšné ukončení těhotenství či březosti 2)  těžký bolestivý proces"
"porota","podstatné jméno","po-ro-ta","Původ slova je praslovanský a je odvozován ze slova rota = přísaha. Slovo tedy označovalo sbor soudců zavázaných přísahou.","1) skupina povolaných osob oprávněná rozhodovat výsledcích umělecké soutěže 2) skupina soudců rozhodující vině obžalovaného"
